web-scraper-order,web-scraper-start-url,nome,esporte,perfil,perfil-href,ficha,bio
"1649261616-333","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Jackie Silva","Vôlei de praia","Jackie Silva
																													

														
															Vôlei de praia
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/jacqueline-louise-cruz-silva/","Nome completo: Jacqueline Louise Cruz Silva

                                                        
                                                        
                                                                                                                    Data de nascimento: 13/02/1962

                                                        
                                                                                                                    Local de nascimento: Rio de Janeiro, RJ","Assim como tantos atletas, Jacqueline começou a jogar vôlei na quadra. Pela seleção brasileira, subiu ao pódio nos Jogos Pan-americanos San Juan 1979 e disputou os Jogos Olímpicos Moscou 1980 e Los Angeles 1984. Depois, trocou o Brasil pelos Estados Unidos e conheceu o vôlei de praia, tendo a oportunidade de se aprimorar como atleta. Após uma parceria inicial com Isabel, que se dividia entre a quadra e a areia, Jackie formou dupla com Sandra Pires e acabou conquistando a medalha de ouro olímpica em Atlanta 1996, a primeira das mulheres brasileiras na história dos Jogos."
"1649261521-321","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=9","João do Pulo","Atletismo","João do Pulo
																													

														
															Atletismo
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/joao-carlos-de-oliveira/","Nome completo: João Carlos de Oliveira

                                                        
                                                        
                                                                                                                    Data de nascimento: 28/05/1954

                                                        
                                                                                                                    Local de nascimento: Pindamonhangaba, SP","Um salto triplo de 17,89m de distância, nos Jogos Pan-americanos Cidade do México 1975, rendeu a João Carlos de Oliveira o recorde mundial da prova e o apelido carinhoso de João do Pulo. O atleta conquistou ainda duas medalhas de bronze em Jogos Olímpicos. Em Moscou 1980, o resultado poderia ter sido ainda melhor, não fossem as decisões polêmicas dos fiscais de linha, que invalidaram uma série de saltos de João do Pulo e teriam favorecido o atleta da casa, o soviético Viktor Saneyev. Em 1982, um acidente automobilístico levou o ídolo brasileiro a ter perna direita amputada."
"1649262164-412","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=6","Edvar Simões","Basquete","Edvar Simões
																													

														
															Basquete
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/jose-edvar-simoes/","Nome completo: José Edvar Simões

                                                        
                                                        
                                                                                                                    Data de nascimento: 23/04/1943

                                                        
                                                                                                                    Local de nascimento: São José dos Campos, SP","Edvar Simões começou a jogar basquete no São José, equipe de sua cidade-natal e com tradição no basquete brasileiro. Pela seleção brasileira, o armador participou de três Jogos Olímpicos: Tóquio 1964, Cidade do México 1968 e Munique 1972. Após encerrar sua carreira de atleta, tornou-se um dos maiores técnicos do país, comandando a seleção nacional no Campeonato Mundial de 1982. Nos anos 1990, teve uma experiência de três anos como gerente de futebol do Corinthians."
"1649260651-195","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=13","Paulinho","Futebol","Paulinho
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/paulinho/","Nome completo: Paulo Henrique Sampaio Filho

                                                        
                                                        
                                                                                                                    Data de nascimento: 15/07/2000

                                                        
                                                                                                                    Local de nascimento: Rio de Janeiro, RJ",""
"1649260063-110","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=16","Silvinho","Futebol","Silvinho
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/silvio-paiva/","Nome completo: Sílvio Paiva

                                                        
                                                        
                                                                                                                    Data de nascimento: 13/11/1958

                                                        
                                                                                                                    Local de nascimento: Franca, SP","Silvinho iniciou sua carreira no América de São José do Rio Preto, clube do interior de São Paulo, e foi para o Internacional em 1983. Veloz e driblador, o atacante foi convocado para disputar os Jogos Olímpicos Los Angeles 1984. Depois, fez sucesso em Portugal por mais de uma década, tendo atuado por Sporting e Vitória de Guimarães, entre outros clubes."
"1649261495-317","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=9","Joaquim Cruz","Atletismo","Joaquim Cruz
																													

														
															Atletismo
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/joaquim-carvalho-cruz/","Nome completo: Joaquim Carvalho Cruz

                                                        
                                                        
                                                                                                                    Data de nascimento: 12/03/1963

                                                        
                                                                                                                    Local de nascimento: Taguatinga, DF","O Troféu Brasil de 1981 foi um divisor de águas na carreira de Joaquim Cruz. Ao quebrar o recorde mundial juvenil dos 800m, o atleta chamou a atenção de universidades americanas e ganhou uma bolsa de estudos na Universidade de Oregon. Além de descobrir uma diferença de tamanho nas pernas (a direita é dois centímetros mais curta que a esquerda), o meio-fundista pode se desenvolver nos Estados Unidos e ainda quebrar o recorde olímpico da prova em Los Angeles 1984. Além de duas medalhas olímpicas, foi porta-bandeira do Brasil na cerimônia de abertura de Atlanta 1996."
"1649262377-443","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=5","Dante Amaral","Vôlei","Dante Amaral
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/dante-guimaraes-santos-do-amaral/","Nome completo: Dante Guimarães Santos do Amaral

                                                        
                                                        
                                                                                                                    Data de nascimento: 30/09/1980

                                                        
                                                                                                                    Local de nascimento: Itumbiara, GO","O primeiro esporte de Dante foi a natação. O interesse pelo vôlei veio aos 14 anos, no colégio. Cinco anos depois, surgiu a primeira oportunidade na seleção brasileira. Em quatro participações nos Jogos Olímpicos, conquistou três medalhas. O ponteiro tem passagens pelo vôlei italiano (Modena), grego (Panathinaikos) e russo (Dínamo de Moscou)."
"1649262317-434","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=5","Diego Hypolito","Ginástica Artística","Diego Hypolito
																													

														
															Ginástica Artística
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/diego-matias-hypolito/","Nome completo: Diego Matias Hypolito

                                                        
                                                        
                                                                                                                    Data de nascimento: 19/06/1986

                                                        
                                                                                                                    Local de nascimento: Santo André, SP","A coroação da carreira de Diego Hypolito veio na terceira e última participação olímpica, quando a medalha parecia mais distante. No Rio 2016, o ginasta conquistou a prata no solo e fez a festa diante de sua torcida. Seu currículo tem ainda cinco medalhas em Mundiais, sendo dois ouros (Melbourne 2005 e Stuttgart 2017), e oito medalhas em Jogos Pan-americanos, com cinco ouros (Rio 2007 e Guadalajara 2011)."
"1649261672-341","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Ida Álvares","Vôlei","Ida Álvares
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/ana-margarida-vieira-alvares/","Nome completo: Ana Margarida Vieira Álvares

                                                        
                                                        
                                                                                                                    Data de nascimento: 22/01/1965

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Ida fez a sua estreia em Jogos Olímpicos na edição de Los Angeles 1984, mas, grávida, ficou fora de Seul 1988. Voltou à seleção brasileira para a disputa de Barcelona 1992 e coroou sua história nos Jogos com a medalha de bronze em Atlanta 1996. Foram 12 anos de dedicação à seleção até se arriscar no vôlei de praia. Encerrou sua carreira em 2002."
"1649259953-94","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=16","Thiago Maia","Futebol","Thiago Maia
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/thiago-maia-alencar/","Nome completo: Thiago Maia Alencar

                                                        
                                                        
                                                                                                                    Data de nascimento: 23/03/1997

                                                        
                                                                                                                    Local de nascimento: Boa Vista, RR","null"
"1649261709-346","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Hilma Caldeira","Vôlei","Hilma Caldeira
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/hilma-aparecida-caldeira/","Nome completo: Hilma Aparecida Caldeira

                                                        
                                                        
                                                                                                                    Data de nascimento: 05/01/1972

                                                        
                                                                                                                    Local de nascimento: Diamantina, MG","Hilma jogava vôlei nas ruas de Diamantina, quando decidiu escrever uma carta ao presidente do Minas Tênis Clube: queria jogar pelo clube e se tornar atleta profissional. Foi aprovada no teste e passou a defender o time adulto com apenas 15 anos. Na estreia brasileira nos Jogos Olímpicos Atlanta 1996, Hilma fraturou o dedo do pé e ficou fora do restante da competição. Mesmo assim, voltou para casa com a medalha de bronze."
"1649261332-293","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=10","Lars Björkström","Vela","Lars Björkström
																													

														
															Vela
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/lars--sigurd-bjorkstrom/","Nome completo: Lars  Sigurd Björkström

                                                        
                                                        
                                                                                                                    Data de nascimento: 19/11/1943

                                                        
                                                                                                                    Local de nascimento: Gotemburgo, Suécia","Nascido na Suécia, Lars Björkström chegou ao Brasil em 1972. Sua naturalização ocorreu um ano antes de Moscou 1980. Como os barcos Tornado não eram fabricados no país, o velejador trouxe a sua embarcação na mudança para o país. A parceria do proeiro com Alex Welter durou oito temporadas."
"1649262384-444","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=5","Danrlei","Futebol","Danrlei
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/danrlei-de-deus-hinterholz/","Nome completo: Danrlei de Deus Hinterholz

                                                        
                                                        
                                                                                                                    Data de nascimento: 18/04/1973

                                                        
                                                                                                                    Local de nascimento:  Crissiumal, RS","Ídolo do Grêmio, Danrlei conquistou diversos títulos pelo clube: Campeonato Gaúcho, Copa do Brasil, Campeonato Brasileiro, Recopa e Copa Libertadores da América. Os títulos e as boas atuações no gol gremista o levaram a ser reserva da seleção olímpica, cujo titular era Dida. Em 2009, decidiu encerrar sua carreira e passou a se dedicar à vida política."
"1649261013-246","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=11","Marcus Vinícius Freire","Vôlei","Marcus Vinícius Freire
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/marcus-vinicius-simoes-freire/","A partir de 2021, os nove eleitos vão integrar os órgãos voltados à governança corporativa da entidade","A medalha de prata no Campeonato Mundial Juvenil de 1981, seguida da mudança do Rio de Grande do Sul para o Rio de Janeiro, foram determinantes para Marcus Vinicius receber uma chance na seleção brasileira adulta e integrar a “Geração de Prata”. Após deixar as quadras em 1990, por conta de uma lesão na coluna, passou a investir em sua formação. Assumiu o cargo de diretor técnico do Comitê Olímpico do Brasil (COB) em 1998, tendo sido chefe de missão da delegação nos Jogos Olímpicos Sidney 2000, Atenas 2004 e Pequim 2008, além dos Jogos Pan-americanos Winnipeg 1999, Santo Domingo 2003 e Rio de Janeiro 2007. Em 2008, tornou-se superintendente executivo de esportes da entidade, cargo que ocupou até o fim dos Jogos Rio 2016."
"1649259752-66","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=17","Xandó","Vôlei","Xandó
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/mario-xando-de-oliveira-neto/","Nome completo: Mário Xandó de Oliveira Neto

                                                        
                                                        
                                                                                                                    Data de nascimento: 31/07/1961

                                                        
                                                                                                                    Local de nascimento: Poços de Caldas, MG","Xandó é um daqueles atletas que despontaram precocemente. Antes de disputar o Mundial Juvenil em 1981, por exemplo, ele já havia participado dos Jogos Pan-americanos San Juan 1979 e dos Jogos Olímpicos Moscou 1980. Participou também dos Jogos Olímpicos Los Angeles 1984, quando voltou para o Brasil com a medalha de prata. Em Seul 1988, sofreu uma contusão às vésperas do evento, tendo sido substituído por Carlão. Ainda assim, permaneceu com a delegação na Coreia do Sul. Após abandonar a carreira de atleta, dedicou-se ao marketing esportivo e ao comando técnico da seleção brasileira de surdos."
"1649262489-459","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=4","Clodoaldo do Carmo","Atletismo","Clodoaldo do Carmo
																													

														
															Atletismo
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/clodoaldo-do-carmo/","Nome completo: Clodoaldo Lopes do Carmo

                                                        
                                                        
                                                                                                                    Data de nascimento: 27/04/1968

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Especialista na prova dos 3.000m com obstáculos, Clodoaldo disputou dois Jogos Olímpicos: Barcelona 1992 e Atlanta 1996. Logo em sua estreia no evento, ele chegou à final da prova e terminou em décimo primeiro lugar. Após encerrar sua carreira de atleta, Clodoaldo virou treinador."
"1649261174-269","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=10","Luiz Onmura","Judô","Luiz Onmura
																													

														
															Judô
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/luiz-yoshio-onmura/","Nome completo: Luiz Yoshio Onmura

                                                        
                                                        
                                                                                                                    Data de nascimento: 29/06/1960

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Luiz Onmura viveu uma experiência inesquecível logo em sua estreia nos Jogos Pan-americanos, em San Juan 1979. Comemorando seu décimo nono aniversário durante a competição, o judoca derrotou o então campeão olímpico de sua categoria, o cubano Héctor Rodríguez, e voltou para casa com a medalha de prata. No ano seguinte, participou dos Jogos Olímpicos Moscou 1980. Porém, a principal conquista neste evento veio quatro anos mais tarde, em Los Angeles, 1984, quando conquistou a medalha de bronze. Onmura ainda disputaria os Jogos de Seul 1988, encerrando a carreira de atleta pouco depois."
"1649262866-513","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=2","Andréia Rosa","Futebol","Andréia Rosa
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/andreia-rosa-de-andrade/","Nome completo: Andréia Rosa de Andrade

                                                        
                                                        
                                                                                                                    Data de nascimento: 08/07/1984

                                                        
                                                                                                                    Local de nascimento: Araraquara, SP","Andréia Rosa sempre jogou bola com o pai e o irmão quando criança. Aos 13 anos, entrou em uma escolinha de Araraquara. Apesar de atuar na defesa, Andréia sempre marcou muitos gols. Na seleção brasileira, sofreu com a concorrência, mas conseguiu disputar os Jogos Olímpicos Pequim 2008, quando conquistou a medalha de prata."
"1649263112-549","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=1","Alex Sandro","Futebol","Alex Sandro
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/alex-sandro-lobo-silva/","Nome completo: Alex Sandro Lobo Silva

                                                        
                                                        
                                                                                                                    Data de nascimento: 26/01/1991

                                                        
                                                                                                                    Local de nascimento: Catanduva, SP","Alex Sandro pode atuar em duas posições: a lateral esquerda e a meia esquerda. Revelado no Atlético-PR, o jogador defendeu ainda outro clube brasileiro, o Santos, tendo conquistado a Copa Libertadores da América de 2011. No ano seguinte, já no Porto, de Portugal, foi convocado para disputar os Jogos Olímpicos Londres 2012. Já em 2015, trocou novamente de clube, transferindo-se para a Juventus, da Itália."
"1649261515-320","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=9","João Francisco Bráz","Basquete","João Francisco Bráz
																													

														
															Basquete
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/joao-francisco-braz/","Nome completo: João Francisco Bráz

                                                        
                                                        
                                                                                                                    Data de nascimento: 25/11/1920

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Grande arremessador, João Francisco Bráz disputou dois Jogos Olímpicos na carreira. Em Londres 1948, conquistou a medalha de bronze. Já em Helsinque 1952, quando a seleção brasileira terminou no sexto lugar, o ala quase não entrou em quadra. Encerrou sua carreira em 1956."
"1649262051-396","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=6","Fabiana Claudino","Vôlei","Fabiana Claudino
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/fabiana-marcelino-claudino/","Nome completo: Fabiana Marcelino Claudino

                                                        
                                                        
                                                                                                                    Data de nascimento: 24/01/1985

                                                        
                                                                                                                    Local de nascimento: Belo Horizonte, MG","Fabiana começou a jogar vôlei no Minas Tênis Clube, levada pelo irmão. Após ser campeã mundial juvenil em 2003, sendo eleita também a melhor jogadora da competição, a meio de rede chegou à seleção brasileira principal ainda adolescente. Aos 19, fez a sua estreia em Jogos Olímpicos, ficando com o quarto lugar em Atenas 2004. Nas duas edições seguintes, conquistou a medalha de ouro."
"1649259715-61","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=17","Zé Carlos","Futebol","Zé Carlos
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/jose-carlos-da-costa-araujo/","Nome completo: José Carlos da Costa Araújo

                                                        
                                                        
                                                                                                                    Data de nascimento: 07/02/1962

                                                        
                                                                                                                    Local de nascimento: Rio de Janeiro, RJ","Zé Carlos é um dos ídolos do Flamengo, clube pelo qual disputou mais de 350 jogos. Suas boas atuações o levaram a ser convocado para a seleção brasileira, sempre como reserva de Taffarel. Foi assim nos Jogos Olímpicos Seul 1988 e na Copa do Mundo de 1990. Defendeu ainda o Cruzeiro e três clubes de Portugal, com destaque para o Vitória de Guimarães. Morreu em 2009, vítima de um câncer no abdômen."
"1649262150-410","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=6","Elisângela Oliveira","Vôlei","Elisângela Oliveira
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/elisangela-almeida-de-oliveira/","Nome completo: Elisângela Almeida de Oliveira

                                                        
                                                        
                                                                                                                    Data de nascimento: 30/10/1978

                                                        
                                                                                                                    Local de nascimento: Londrina, PR","Conhecida pela potência no ataque, Elisângela começou a se firmar na seleção brasileira após a conquista da medalha de ouro nos Jogos Pan-americanos Winnipeg 1999. Disputou dois Jogos Olímpicos na carreira: Sidney 2000 e Atenas 2004. Após sua segunda participação nos Jogos, Elisângela ficou grávida e precisou interromper temporariamente a carreira, voltando às quadras em 2006."
"1649260387-156","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=14","Rivaldo","Futebol","Rivaldo
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/rivaldo-vitor-borba-ferreira/","Nome completo: Rivaldo Vítor Borba Ferreira

                                                        
                                                        
                                                                                                                    Data de nascimento: 19/04/1972

                                                        
                                                                                                                    Local de nascimento: Paulista, PE","Rivaldo foi um dos três jogadores com mais de 23 anos a defender o Brasil nos Jogos Olímpicos Atlanta 1996. Apesar da conquista da medalha de bronze, Rivaldo sofreu com as críticas por alternar boas e más atuações. Com passagens marcantes por Corinthians e Palmeiras, o meia se transferiu para o futebol espanhol após os Jogos Olímpicos. Destacou-se no Deportivo La Coruña (Espanha) e acabou negociado com o Barcelona (Espanha), onde virou ídolo. Foi eleito o melhor jogador do mundo em 1999 e deu a volta por cima na seleção brasileira com a conquista do pentacampeonato mundial. No final da carreira, conciliou as funções de jogador e presidente do Mogi Mirim, clube que o projetou nacionalmente."
"1649260262-138","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=15","Rosa Branca","Basquete","Rosa Branca
																													

														
															Basquete
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/carmo-de-souza/","Nome completo: Carmo de Souza

                                                        
                                                        
                                                                                                                    Data de nascimento: 19/07/1940

                                                        
                                                                                                                    Local de nascimento: Araraquara, SP","Carmo de Souza recebeu o apelido de Rosa Branca por conta da semelhança física com o motorista do então Presidente da República Getúlio Vargas, que usava uma rosa branca em sua lapela. O atleta defendeu a seleção brasileira por doze anos, sendo convocado pela primeira vez em 1958. Atuou em todas as posições (armador, ala e pivô), tendo participado das principais conquistas do basquete nacional. Habilidoso, Rosa Branca chegou a ser convidado nos anos 1960 para integrar o Harlem Globetrotters."
"1649260340-149","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=14","Rodrigo Caio","Futebol","Rodrigo Caio
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/rodrigo-caio-coquette-russo/","Nome completo: Rodrigo Caio Coquette Russo

                                                        
                                                        
                                                                                                                    Data de nascimento: 17/08/1993

                                                        
                                                                                                                    Local de nascimento: Dracena, SP","null"
"1649262476-457","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=4","Cristiane","Futebol","Cristiane
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/cristiane-rozeira-de-souza-silva/","Nome completo: Cristiane Rozeira de Souza Silva

                                                        
                                                        
                                                                                                                    Data de nascimento: 15/05/1985

                                                        
                                                                                                                    Local de nascimento: Osasco, SP","Cristiane é a maior artilheira do futebol feminino na história dos Jogos Olímpicos: 14 gols. Nos Jogos Pan-americanos Toronto 2015, a atacante também terminou como a maior goleadora da competição: sete gols. Em 2007, o vice-campeonato mundial e a conquista do ouro nos Jogos Pan-americanos a ajudaram a ser eleita a terceira melhor jogadora do mundo na eleição da Fifa."
"1649261788-358","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Grummy","Desportos Aquaticos","Grummy
																													

														
															Desportos Aquaticos
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/gustavo-de-freitas-guimaraes/","Nome completo: Gustavo de Freitas Guimarães

                                                        
                                                        
                                                                                                                    Data de nascimento: 24/01/1994

                                                        
                                                                                                                    Local de nascimento: São Paulo",""
"1649259764-68","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=17","William Furtado","Futebol","William Furtado
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/william-de-asevedo-furtado/","Nome completo: William de Asevedo Furtado

                                                        
                                                        
                                                                                                                    Data de nascimento: 03/04/1995

                                                        
                                                                                                                    Local de nascimento: Pelotas, RS","null"
"1649261098-259","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=11","Marcelinho Paulista","Futebol","Marcelinho Paulista
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/marcelo-jose-de-souza/","Nome completo: Marcelo José de Souza

                                                        
                                                        
                                                                                                                    Data de nascimento: 13/09/1973

                                                        
                                                                                                                    Local de nascimento: Cotia, SP","Assim como Zé Elias, Marcelinho Paulista foi mais um meio-campista revelado pelo Corinthians que fez sucesso nos profissionais e chegou à seleção brasileira, tendo conquistado a medalha de bronze nos Jogos Olímpicos Atlanta 1996. Assim que encerrou sua carreira, Marcelinho concluiu seus estudos e se tornou gerente de futebol do Avaí. Depois, engajou-se em um projeto no interior de São Paulo que busca levar jovens atletas para estudar e jogar futebol nos Estados Unidos."
"1649261358-297","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=10","Ketleyn Quadros","Judô","Ketleyn Quadros
																													

														
															Judô
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/ketleyn-lima-quadros/","Nome completo: Ketleyn Lima Quadros

                                                        
                                                        
                                                                                                                    Data de nascimento: 01/10/1987

                                                        
                                                                                                                    Local de nascimento: Brasília, DF","Matriculada pela mãe na natação, Ketleyn Quadros faltava às aulas para assistir aos treinos de judô. Foi dessa forma que ingressou na modalidade. Para se classificar aos Jogos Olímpicos Pequim 2008, viu sua principal concorrente à vaga, Danielle Zangrando, se machucar e não deixou a oportunidade passar. Mesmo sem ser uma das favoritas ao pódio, Ketleyn surpreendeu e se tornou a primeira brasileira a conquistar uma medalha olímpica em provas individuais."
"1649261806-360","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=7","Giovane Gávio","Vôlei","Giovane Gávio
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/giovane-farinazzo-gavio/","Nome completo: Giovane Farinazzo Gávio

                                                        
                                                        
                                                                                                                    Data de nascimento: 07/09/1970

                                                        
                                                                                                                    Local de nascimento: Juiz de Fora, MG","Giovane chegou a ser campeão mineiro de judô, mas escolheu jogar vôlei inspirado pela “Geração de Prata”. Aos 16 anos, mudou-se para São Paulo e passou a atuar no Banespa. Recebeu a primeira chance na seleção em 1988, sendo eleito o melhor jogador da Liga Mundial cinco anos depois. Passou também pelo vôlei de praia, onde formou dupla com Tande e conquistou o circuito nacional em 1998. Em 2006, trocou a carreira de jogador pela de técnico."
"1649260361-152","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=14","Robson Caetano","Atletismo","Robson Caetano
																													

														
															Atletismo
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/robson-caetano-da-silva/","Nome completo: Robson Caetano da Silva

                                                        
                                                        
                                                                                                                    Data de nascimento: 04/09/1964

                                                        
                                                                                                                    Local de nascimento: Rio de Janeiro, RJ","Com o tempo de 10s00, Robson Caetano é o recordista sul-americano dos 100m rasos desde 1988. O velocista disputou quatro edições dos Jogos Olímpicos (Los Angeles 1984, Seul 1988, Barcelona 1992 e Atlanta 1996), chegando a cinco finais. Após deixar as pistas, seguiu vinculado ao esporte, exercendo a função de comentarista na televisão e gerente do instituto que leva o seu nome."
"1649261651-338","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Isabel Swan","Vela","Isabel Swan
																													

														
															Vela
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/isabel-marques-swan/","Nome completo: Isabel Marques Swan

                                                        
                                                        
                                                                                                                    Data de nascimento: 18/11/1983

                                                        
                                                                                                                    Local de nascimento: Rio de Janeiro, RJ","Isabel Swan pertence a uma família de velejadores e ao lado do pai, Robert, chegou a disputar o Mundial de Tornado em 1998. Com a parceira Fernanda Oliveira, conquistou a primeira medalha olímpica da vela feminina brasileira: bronze em Pequim 2008. Durante esse ciclo olímpico, Isabel foi morar em Porto Alegre para treinar ao lado da companheira. Em 2009, foi uma das embaixadoras do país na candidatura do Rio de Janeiro para sediar os Jogos Olímpicos de 2016."
"1649262548-468","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=4","Chiaki Ishii","Judô","Chiaki Ishii
																													

														
															Judô
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/chiaki-ishii/","Nome completo: Chiaki Ishii

                                                        
                                                        
                                                                                                                    Data de nascimento: 01/10/1941

                                                        
                                                                                                                    Local de nascimento: Ashikaga, Japão","O primeiro medalhista olímpico brasileiro no judô nasceu no Japão. Chiaki Ishii tentou a classificação para os Jogos Olímpicos Tóquio 1964 por seu país-natal, mas perdeu a seletiva. Frustrado, mudou-se para o Brasil e abriu sua própria academia em 1968, na cidade de São Paulo. Medalhista de bronze no campeonato mundial de 1971, em Ludwigshafen (Alemanha), foi convidado a se naturalizar e representar o Brasil em Munique 1972. Ishii não só aceitou como também acabou entrando para a história do judô nacional. É pai de Tânia e Vânia Ishii, ex-judocas que também defenderam o país nos Jogos Olímpicos."
"1649261568-328","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=9","Jaqueline Mourão","Ciclismo Mountain Bike","Jaqueline Mourão
																													

														
															Ciclismo Mountain Bike
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/jaqueline-mourao/","Nome completo: Jaqueline Mourão

                                                        
                                                        
                                                                                                                    Data de nascimento: 27/12/1975

                                                        
                                                                                                                    Local de nascimento: Belo Horizonte, MG","Jaqueline Mourão se divide entre três esportes: o ciclismo mountain bike, o esqui cross-country e o biatlo. Foi graças a essa versatilidade que chegou a disputar sete edições dos Jogos Olímpicos, sendo duas de Verão e quatro de Inverno. Trata-se de uma das atletas com maior número de participações olímpicas representando o país. Foi ainda porta-bandeira do Brasil na cerimônia de encerramento de Vancouver 2010, na cerimônia de abertura de Sochi 2014 e medalhista de bronze nos Jogos Pan-americanos Lima 2019."
"1649261977-386","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=7","Fernanda Oliveira","Vela","Fernanda Oliveira
																													

														
															Vela
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/fernanda-ryff-moreira-de-oliveira-horn/","Nome completo: Fernanda Ryff Moreira de Oliveira Horn

                                                        
                                                        
                                                                                                                    Data de nascimento: 19/12/1980

                                                        
                                                                                                                    Local de nascimento: Porto Alegre, RS","Primeira medalhista olímpica da vela feminina brasileira, ao lado de Isabel Swan, em Pequim 2008, Fernanda Oliveira já disputou outras quatro edições de Jogos Olímpicos: Sidney 2000, Atenas 2004, Londres 2012 e Rio 2016. Não há velejadora no país que tenha participado de tantas edições do evento quanto essa timoneira gaúcha."
